x1,y1,x2,y2,confidence,class_name,tracker_id
425,212,451,228,0.778,hummingbird,14
425,211,451,230,0.849,hummingbird,14
415,219,441,236,0.813,hummingbird,15
429,212,448,240,0.851,hummingbird,14
435,212,460,235,0.816,hummingbird,14
436,212,463,230,0.606,hummingbird,14
416,220,443,244,0.71,hummingbird,15
410,232,425,263,0.806,hummingbird,16
410,227,427,268,0.813,hummingbird,16
409,229,428,262,0.853,hummingbird,16
410,227,424,268,0.776,hummingbird,16
410,221,423,242,0.759,hummingbird,16
410,221,423,241,0.76,hummingbird,16
410,221,423,241,0.758,hummingbird,16
410,221,423,241,0.759,hummingbird,16
410,221,423,242,0.748,hummingbird,16
410,221,424,242,0.755,hummingbird,16
411,221,424,242,0.729,hummingbird,16
411,222,425,242,0.74,hummingbird,16
411,222,425,241,0.697,hummingbird,16
412,222,427,242,0.76,hummingbird,16
412,223,428,244,0.698,hummingbird,16
412,223,427,244,0.699,hummingbird,16
412,222,425,244,0.49,hummingbird,16
411,223,426,245,0.724,hummingbird,16
412,222,426,243,0.752,hummingbird,16
412,223,427,246,0.773,hummingbird,16
412,222,425,245,0.743,hummingbird,16
410,221,423,241,0.736,hummingbird,16
410,221,423,242,0.74,hummingbird,16
410,221,423,242,0.72,hummingbird,16
410,221,423,242,0.744,hummingbird,16
410,221,423,241,0.735,hummingbird,16
410,221,423,241,0.694,hummingbird,16
410,221,423,241,0.716,hummingbird,16
410,221,423,242,0.751,hummingbird,16
410,221,423,241,0.762,hummingbird,16
410,221,424,242,0.672,hummingbird,16
411,221,425,242,0.712,hummingbird,16
348,221,368,242,0.704,hummingbird,17
348,222,368,240,0.726,hummingbird,17
411,222,424,242,0.709,hummingbird,16
348,222,368,240,0.759,hummingbird,17
411,222,424,242,0.699,hummingbird,16
348,222,368,241,0.717,hummingbird,17
411,221,424,242,0.677,hummingbird,16
348,222,367,241,0.698,hummingbird,17
411,222,424,242,0.661,hummingbird,16
346,224,364,251,0.849,hummingbird,17
410,222,425,242,0.679,hummingbird,16
341,224,368,245,0.852,hummingbird,17
410,221,425,242,0.685,hummingbird,16
345,223,363,244,0.81,hummingbird,17
410,222,425,242,0.78,hummingbird,16
411,221,425,242,0.67,hummingbird,16
330,210,358,238,0.872,hummingbird,18
410,221,424,242,0.753,hummingbird,16
328,216,357,240,0.857,hummingbird,18
410,221,424,242,0.778,hummingbird,16
328,217,357,240,0.86,hummingbird,18
410,221,423,242,0.743,hummingbird,16
332,219,359,240,0.869,hummingbird,18
410,221,423,242,0.735,hummingbird,16
332,221,361,240,0.865,hummingbird,18
410,221,424,242,0.655,hummingbird,16
332,219,361,240,0.856,hummingbird,18
410,221,423,242,0.681,hummingbird,16
335,223,360,240,0.864,hummingbird,18
410,221,423,242,0.682,hummingbird,16
334,223,361,241,0.866,hummingbird,18
410,221,424,242,0.66,hummingbird,16
334,223,361,241,0.865,hummingbird,18
411,221,425,242,0.626,hummingbird,16
334,223,361,241,0.865,hummingbird,18
411,221,425,242,0.6,hummingbird,16
334,223,362,241,0.863,hummingbird,18
411,222,425,242,0.635,hummingbird,16
334,223,362,241,0.863,hummingbird,18
411,221,425,242,0.622,hummingbird,16
335,223,362,242,0.864,hummingbird,18
411,221,425,242,0.652,hummingbird,16
334,223,362,242,0.865,hummingbird,18
411,221,425,241,0.676,hummingbird,16
410,222,423,242,0.655,hummingbird,16
409,222,422,241,0.613,hummingbird,16
409,222,422,242,0.613,hummingbird,16
409,222,422,242,0.639,hummingbird,16
410,222,422,242,0.651,hummingbird,16
409,222,422,242,0.661,hummingbird,16
409,222,422,242,0.681,hummingbird,16
410,222,422,242,0.695,hummingbird,16
410,222,422,242,0.695,hummingbird,16
410,222,422,241,0.683,hummingbird,16
409,222,422,241,0.679,hummingbird,16
